,Name,Gender,Parliament,YOB,Parliament_Year,Age@Parliament,Age_buckets
2804,"Mitges, Constantine George (Gus)",M,30,1919,1974,55,51-60
2805,"Pelletier, Gérard",M,30,1919,1974,55,51-60
2806,"Towers, Thomas Gordon",M,30,1919,1974,55,51-60
2807,"Trudeau, Pierre Elliott",M,30,1919,1974,55,51-60
2808,"Trudel, Jacques L.",M,30,1919,1974,55,51-60
2809,"Whittaker, George H.",M,30,1919,1974,55,51-60
2810,"Gendron, Rosaire",M,30,1920,1974,54,51-60
2811,"Isabelle, Joseph Gaston",M,30,1920,1974,54,51-60
2812,"Lamoureux, Lucien",M,30,1920,1974,54,51-60
2813,"Masniuk, Peter Paul",M,30,1920,1974,54,51-60
2814,"Clarke, William Hillary (Bill)",M,32,1933,1980,47,41-50
2815,"Crosby, Howard Edward",M,32,1933,1980,47,41-50
2816,"Flis, Jesse Philip",M,32,1933,1980,47,41-50
2817,"Foster, Maurice Brydon",M,32,1933,1980,47,41-50
2818,"Gamble, John Albert",M,32,1933,1980,47,41-50
2819,"Guay, Raynald Joseph Albert",M,32,1933,1980,47,41-50
2820,"Penner, B. Keith",M,32,1933,1980,47,41-50
2821,"Wright, Frederick William",M,32,1933,1980,47,41-50
2822,"Althouse, Victor Fredrich (Vic)",M,33,1937,1984,47,41-50
2823,"Beatty, Henry Perrin",M,33,1937,1984,47,41-50
2824,"Cassidy, Michael Morris",M,33,1937,1984,47,41-50
2825,"Deans, Ian",M,33,1937,1984,47,41-50
2826,"Gagnon, Paul",M,33,1937,1984,47,41-50
2827,"Landry, Monique",F,33,1937,1984,47,41-50
2828,"Lopez, Ricardo",M,33,1937,1984,47,41-50
2829,"Malone, Arnold John",M,33,1937,1984,47,41-50
2830,"McDougall, Barbara Jean",F,33,1937,1984,47,41-50
2831,"McInnes, Stewart Donald",M,33,1937,1984,47,41-50
2832,"Minaker, Clement George",M,33,1937,1984,47,41-50
2833,"Plourde, André",M,33,1937,1984,47,41-50
2834,"Rodriguez, John R.",M,33,1937,1984,47,41-50
2835,"Wilson, Michael Holcombe",M,33,1937,1984,47,41-50
2836,"Butland, Steve",M,34,1941,1988,47,41-50
2837,"Harvey, André",M,34,1941,1988,47,41-50
2838,"Hudon, Jean-Guy",M,34,1941,1988,47,41-50
2839,"Kilgour, David",M,34,1941,1988,47,41-50
2840,"Leblanc, Nic",M,34,1941,1988,47,41-50
2841,"Peterson, James Scott (Jim)",M,34,1941,1988,47,41-50
2842,"Roy-Arcelin, Nicole",F,34,1941,1988,47,41-50
2843,"Siddon, Thomas Edward",M,34,1941,1988,47,41-50
2844,"Skelly, Raymond John",M,34,1941,1988,47,41-50
2845,"Stewart, Christine Susan",F,34,1941,1988,47,41-50
2846,"Thacker, Blaine Allen",M,34,1941,1988,47,41-50
2847,"Wilson, Geoff",M,34,1941,1988,47,41-50
2848,"Bélisle, Richard",M,35,1946,1993,47,41-50
2849,"Chatters, David Cameron",M,35,1946,1993,47,41-50
2850,"Chrétien, Jean-Guy",M,35,1946,1993,47,41-50
2851,"Collenette, David Michael",M,35,1946,1993,47,41-50
2852,"DeVillers, Paul",M,35,1946,1993,47,41-50
2853,"Forseth, Paul Eugene",M,35,1946,1993,47,41-50
2854,"Gouk, James William (Jim)",M,35,1946,1993,47,41-50
2855,"Lebel, Ghislain",M,35,1946,1993,47,41-50
2856,"MacAulay, Lawrence",M,35,1946,1993,47,41-50
2857,"Milliken, Peter Andrew Stewart",M,35,1946,1993,47,41-50
2858,"Mills, Dennis Joseph",M,35,1946,1993,47,41-50
2859,"Parrish, Carolyn",F,35,1946,1993,47,41-50
2860,"Shepherd, Alexander James",M,35,1946,1993,47,41-50
2861,"Silye, Jim",M,35,1946,1993,47,41-50
2862,"Telegdi, Andrew",M,35,1946,1993,47,41-50
2863,"Ur, Rose-Marie Margaret",F,35,1946,1993,47,41-50
2864,"Wells, Derek",M,35,1946,1993,47,41-50
2865,"Asselin, Gérard",M,36,1950,1997,47,41-50
2866,"Bennett, Carolyn",F,36,1950,1997,47,41-50
2867,"Benoit, Leon Earl",M,36,1950,1997,47,41-50
2868,"Borotsik, Rick",M,36,1950,1997,47,41-50
2869,"Cardin, Serge",M,36,1950,1997,47,41-50
2870,"Day, Stockwell Burt",M,36,1950,1997,47,41-50
2871,"Fontana, Joseph Frank (Joe)",M,36,1950,1997,47,41-50
2872,"Gauthier, Michel",M,36,1950,1997,47,41-50
2873,"Lill, Wendy",F,36,1950,1997,47,41-50
2874,"Manley, John Paul",M,36,1950,1997,47,41-50
2875,"McLellan, A. Anne",F,36,1950,1997,47,41-50
2876,"Obhrai, Deepak",M,36,1950,1997,47,41-50
2877,"Solomon, John Lewis",M,36,1950,1997,47,41-50
2878,"St. Denis, Brent",M,36,1950,1997,47,41-50
2879,"Bertrand, Robert",M,37,1953,2000,47,41-50
2880,"Bulte, Sarmite D.",F,37,1953,2000,47,41-50
2881,"Crête, Paul",M,37,1953,2000,47,41-50
2882,"Davies, Libby",F,37,1953,2000,47,41-50
2883,"Guarnieri, Albina",F,37,1953,2000,47,41-50
2884,"Guimond, Michel",M,37,1953,2000,47,41-50
2885,"Keddy, Gerald",M,37,1953,2000,47,41-50
2886,"Keyes, Stan Kazmierczak",M,37,1953,2000,47,41-50
2887,"Merrifield, Rob",M,37,1953,2000,47,41-50
2888,"Redman, Karen",F,37,1953,2000,47,41-50
2889,"St-Jacques, Diane",F,37,1953,2000,47,41-50
2890,"Anderson, David",M,38,1957,2004,47,41-50
2891,"Anderson, David",M,38,1957,2004,47,41-50
2892,"Anderson, David",M,38,1957,2004,47,41-50
2893,"Anderson, David",M,38,1957,2004,47,41-50
2894,"Finley, Diane",F,38,1957,2004,47,41-50
2895,"Grewal, Gurmant Singh",M,38,1957,2004,47,41-50
2896,"Ianno, Tony",M,38,1957,2004,47,41-50
2897,"Karetak-Lindell, Nancy",F,38,1957,2004,47,41-50
2898,"Laframboise, Mario",M,38,1957,2004,47,41-50
2899,"Lunn, Gary",M,38,1957,2004,47,41-50
2900,"Scarpaleggia, Francis",M,38,1957,2004,47,41-50
2901,"Strahl, Charles (Chuck)",M,38,1957,2004,47,41-50
2902,"Valeri, Tony",M,38,1957,2004,47,41-50
2903,"Valley, Roger",M,38,1957,2004,47,41-50
2904,"André, Guy",M,39,1959,2006,47,41-50
2905,"Deschamps, Johanne",F,39,1959,2006,47,41-50
2906,"Guay, Monique",F,39,1959,2006,47,41-50
2907,"Hall Findlay, Martha",F,39,1959,2006,47,41-50
2908,"Harper, Stephen",M,39,1959,2006,47,41-50
2909,"Loubier, Yvan",M,39,1959,2006,47,41-50
2910,"Nadeau, Richard",M,39,1959,2006,47,41-50
2911,"Regan, Geoff",M,39,1959,2006,47,41-50
2912,"Thibault, Robert",M,39,1959,2006,47,41-50
2913,"Beaudin, Josée",F,40,1961,2008,47,41-50
2914,"Block, Kelly",F,40,1961,2008,47,41-50
2915,"Cannan, Ronald",M,40,1961,2008,47,41-50
2916,"Clement, Tony",M,40,1961,2008,47,41-50
2917,"Murphy, Brian",M,40,1961,2008,47,41-50
2918,"Rota, Anthony",M,40,1961,2008,47,41-50
2919,"Bellavance, André",M,41,1964,2011,47,41-50
2920,"Braid, Peter",M,41,1964,2011,47,41-50
2921,"Gourde, Jacques",M,41,1964,2011,47,41-50
2922,"Hsu, Ted",M,41,1964,2011,47,41-50
2923,"Kellway, Matthew",M,41,1964,2011,47,41-50
2924,"Penashue, Peter",M,41,1964,2011,47,41-50
2925,"Rathgeber, Brent",M,41,1964,2011,47,41-50
2926,"Reid, Scott",M,41,1964,2011,47,41-50
2927,"Saxton, Andrew",M,41,1964,2011,47,41-50
2928,"Weston, Rodney",M,40,1964,2008,44,41-50
2929,"Alleslev, Leona",F,42,1968,2015,47,41-50
2930,"Blaney, Rachel",F,42,1968,2015,47,41-50
2931,"Calkins, Blaine",M,42,1968,2015,47,41-50
2932,"Caron, Guy",M,42,1968,2015,47,41-50
2933,"Freeland, Chrystia",F,42,1968,2015,47,41-50
2934,"Jones, Yvonne",F,42,1968,2015,47,41-50
2935,"Kenney, Jason",M,42,1968,2015,47,41-50
2936,"Lefebvre, Paul",M,42,1968,2015,47,41-50
2937,"Masse, Brian",M,42,1968,2015,47,41-50
2938,"Raitt, Lisa",F,42,1968,2015,47,41-50
2939,"Sidhu, Sonia",F,42,1968,2015,47,41-50
2940,"Zimmer, Bob",M,41,1968,2011,43,41-50
2941,"McPherson, Heather",F,43,1972,2019,47,41-50
2942,"Corbett, Robert Alfred",M,33,1938,1984,46,41-50
2943,"Andras, Robert Knight",M,30,1921,1974,53,51-60
2944,"Danson, Barnett Jerome",M,30,1921,1974,53,51-60
2945,"Gilbert, John",M,30,1921,1974,53,51-60
2946,"Hamilton, Frank Fletcher",M,30,1921,1974,53,51-60
2947,"Jamieson, Donald Campbell",M,30,1921,1974,53,51-60
2948,"Kempling, William James",M,30,1921,1974,53,51-60
2949,"Loiselle, Gérard",M,30,1921,1974,53,51-60
2950,"Mackasey, Bryce Stuart",M,30,1921,1974,53,51-60
2951,"Morin, Albanie",F,30,1921,1974,53,51-60
2952,"Neale, Charles Patrick (Paddy)",M,30,1921,1974,53,51-60
2953,"Saltsman, Max",M,30,1921,1974,53,51-60
2954,"Scott, William C.",M,30,1921,1974,53,51-60
2955,"Smith, G.A. Percy",M,30,1921,1974,53,51-60
2956,"McCleave, Robert Jardine",M,30,1922,1974,52,51-60
2957,"Alexander, Lincoln MacCauley",M,30,1922,1974,52,51-60
2958,"Béchard, Albert",M,30,1922,1974,52,51-60
2959,"Cyr, Alexandre",M,30,1922,1974,52,51-60
2960,"Gillespie, Alastair William",M,30,1922,1974,52,51-60
2961,"Herbert, Harold Thomas",M,30,1922,1974,52,51-60
2962,"Peters, William Arnold",M,30,1922,1974,52,51-60
2963,"Richardson, James Armstrong",M,30,1922,1974,52,51-60
2964,"Sauvé, Jeanne",F,30,1922,1974,52,51-60
2965,"Skoreyko, William",M,30,1922,1974,52,51-60
2966,"Yanakis, Antonio",M,30,1922,1974,52,51-60
2967,"Bell, Thomas Miller",M,30,1923,1974,51,51-60
2968,"Dupras, Maurice",M,30,1923,1974,51,51-60
2969,"Fairweather, Robert Gordon Lee",M,30,1923,1974,51,51-60
2970,"Frank, William Charles",M,30,1923,1974,51,51-60
2971,"Hellyer, Paul Theodore",M,30,1923,1974,51,51-60
2972,"Morgan, J. Trevor",M,30,1923,1974,51,51-60
2973,"Roy, Jean Robert",M,30,1923,1974,51,51-60
2974,"Arrol, Ian MacLachlan",M,30,1924,1974,50,41-50
2975,"Beaudoin, Léonel",M,30,1924,1974,50,41-50
2976,"Gillies, James McPhail",M,30,1924,1974,50,41-50
2977,"Laniel, Gérald",M,30,1924,1974,50,41-50
2978,"McKenzie, A. Daniel",M,30,1924,1974,50,41-50
2979,"McRae, Paul Edmund",M,30,1924,1974,50,41-50
2980,"Neil, Douglas Charles",M,30,1924,1974,50,41-50
2981,"Nielsen, Erik",M,30,1924,1974,50,41-50
2982,"Rose, Mark Willson",M,30,1924,1974,50,41-50
2983,"Laflamme, Ovide",M,30,1925,1974,49,41-50
2984,"Benjamin, Leslie Gordon",M,30,1925,1974,49,41-50
2985,"Howard, Frank",M,30,1925,1974,49,41-50
2986,"Laprise, Gérard",M,30,1925,1974,49,41-50
2987,"Lawrence, Allan Frederick",M,30,1925,1974,49,41-50
2988,"Stackhouse, Reginald Francis",M,30,1925,1974,49,41-50
2989,"Bachand, André",M,32,1934,1980,46,41-50
2990,"Bachand, André",M,32,1934,1980,46,41-50
2991,"Blackburn, Derek Nigel Ernest",M,32,1934,1980,46,41-50
2992,"Cardiff, Murray",M,32,1934,1980,46,41-50
2993,"Chrétien, Joseph Jacques Jean",M,32,1934,1980,46,41-50
2994,"Cosgrove, Paul James",M,32,1934,1980,46,41-50
2995,"Côté, Eva Lachance",F,32,1934,1980,46,41-50
2996,"Erola, Judith A.",F,32,1934,1980,46,41-50
2997,"Hawkes, Frederick James (Jim)",M,32,1934,1980,46,41-50
2998,"Hnatyshyn, Ramon John",M,32,1934,1980,46,41-50
2999,"MacLaren, Roy",M,32,1934,1980,46,41-50
3000,"Watson, Ian",M,32,1934,1980,46,41-50
3001,"Bouchard, Lucien",M,33,1938,1984,46,41-50
3002,"Bradley, T.A. Bud",M,33,1938,1984,46,41-50
3003,"Browes, Pauline",F,33,1938,1984,46,41-50
3004,"Clifford, Terrence (Terry)",M,33,1938,1984,46,41-50
3005,"Gass, Melbourne Alexander",M,33,1938,1984,46,41-50
3006,"Hockin, Thomas",M,33,1938,1984,46,41-50
3007,"Lewis, Douglas Grinslade",M,33,1938,1984,46,41-50
3008,"Mailly, Claudy",F,33,1938,1984,46,41-50
3009,"Malépart, Jean-Claude",M,33,1938,1984,46,41-50
3010,"Scott, Geoffrey Douglas",M,33,1938,1984,46,41-50
3011,"Breaugh, Michael James",M,34,1942,1988,46,41-50
3012,"Cole, John",M,34,1942,1988,46,41-50
3013,"de Jong, Simon Leendert",M,34,1942,1988,46,41-50
3014,"Ferland, Marc",M,34,1942,1988,46,41-50
3015,"Gagliano, Alfonso",M,34,1942,1988,46,41-50
3016,"Ricard, Guy",M,34,1942,1988,46,41-50
3017,"Riis, Nelson Andrew",M,34,1942,1988,46,41-50
3018,"Waddell, Ian Gardiner",M,34,1942,1988,46,41-50
3019,"Axworthy, Chris",M,35,1947,1993,46,41-50
3020,"Bernier, Maurice",M,35,1947,1993,46,41-50
3021,"Brown, Jan",F,35,1947,1993,46,41-50
3022,"Dubé, Antoine",M,35,1947,1993,46,41-50
3023,"Duceppe, Gilles",M,35,1947,1993,46,41-50
3024,"Gerrard, Jon",M,35,1947,1993,46,41-50
3025,"Hanrahan, Hugh F.",M,35,1947,1993,46,41-50
3026,"Jacob, Jean-Marc",M,35,1947,1993,46,41-50
3027,"Picard, Pauline",F,35,1947,1993,46,41-50
3028,"Pomerleau, Roger",M,35,1947,1993,46,41-50
3029,"Rock, Allan",M,35,1947,1993,46,41-50
3030,"Volpe, Giuseppe (Joseph)",M,35,1947,1993,46,41-50
3031,"Walker, David",M,35,1947,1993,46,41-50
3032,"Bachand, Claude",M,36,1951,1997,46,41-50
3033,"Blaikie, William Alexander (Bill)",M,36,1951,1997,46,41-50
3034,"Blondin-Andrew, Ethel Dorothy",F,36,1951,1997,46,41-50
3035,"Calder, Murray",M,36,1951,1997,46,41-50
3036,"Cannis, John",M,36,1951,1997,46,41-50
3037,"Chan, Raymond",M,36,1951,1997,46,41-50
3038,"Desrochers, Odina",M,36,1951,1997,46,41-50
3039,"Jennings, Marlene",F,36,1951,1997,46,41-50
3040,"Murray, Ian",M,36,1951,1997,46,41-50
3041,"Myers, Lynn",M,36,1951,1997,46,41-50
3042,"O'Brien, Lawrence D.",M,36,1951,1997,46,41-50
3043,"Pettigrew, Pierre Stewart",M,36,1951,1997,46,41-50
3044,"Ritz, Gerry",M,36,1951,1997,46,41-50
3045,"Serré, Benoît",M,36,1951,1997,46,41-50
3046,"Bakopanos, Eleni",F,37,1954,2000,46,41-50
3047,"Duplain, Claude",M,37,1954,2000,46,41-50
3048,"Pallister, Brian William",M,37,1954,2000,46,41-50
3049,"Tobin, Brian Vincent",M,37,1954,2000,46,41-50
3050,"Goodyear, Gary",M,38,1958,2004,46,41-50
3051,"Grewal, Nina",F,38,1958,2004,46,41-50
3052,"Simard, Raymond",M,38,1958,2004,46,41-50
3053,"Solberg, Monte",M,38,1958,2004,46,41-50
3054,"Sorenson, Kevin",M,38,1958,2004,46,41-50
3055,"Allen, Mike",M,39,1960,2006,46,41-50
3056,"Bevilacqua, Maurizio",M,39,1960,2006,46,41-50
3057,"Brown, Gordon",M,39,1960,2006,46,41-50
3058,"Dhaliwal, Sukh",M,39,1960,2006,46,41-50
3059,"Eyking, Mark",M,39,1960,2006,46,41-50
3060,"Gallant, Cheryl",F,39,1960,2006,46,41-50
3061,"Martin, Keith P.",M,39,1960,2006,46,41-50
3062,"McGuinty, David",M,39,1960,2006,46,41-50
3063,"Wrzesnewskyj, Borys",M,38,1960,2004,44,41-50
3064,"Angus, Charlie",M,40,1962,2008,46,41-50
3065,"Boucher, Sylvie",F,40,1962,2008,46,41-50
3066,"Carrie, Colin",M,40,1962,2008,46,41-50
3067,"Généreux, Bernard",M,40,1962,2008,46,41-50
3068,"Julian, Peter",M,40,1962,2008,46,41-50
3069,"Lamoureux, Kevin",M,40,1962,2008,46,41-50
3070,"McTeague, Dan",M,40,1962,2008,46,41-50
3071,"Ménard, Réal",M,40,1962,2008,46,41-50
3072,"Pacetti, Massimo",M,40,1962,2008,46,41-50
3073,"Allison, Dean",M,41,1965,2011,46,41-50
3074,"Bezan, James",M,41,1965,2011,46,41-50
3075,"Blaney, Steven",M,41,1965,2011,46,41-50
3076,"MacKay, Peter Gordon",M,41,1965,2011,46,41-50
3077,"Perreault, Manon",F,41,1965,2011,46,41-50
3078,"Trottier, Bernard",M,41,1965,2011,46,41-50
3079,"Alghabra, Omar",M,42,1969,2015,46,41-50
3080,"Ambrose, Rona",F,42,1969,2015,46,41-50
3081,"Fergus, Greg",M,42,1969,2015,46,41-50
3082,"Fortier, Mona",F,42,1969,2015,46,41-50
3083,"Fuhr, Stephen",M,42,1969,2015,46,41-50
3084,"Hehr, Kent",M,42,1969,2015,46,41-50
3085,"Johns, Gord",M,42,1969,2015,46,41-50
3086,"Kusie, Stephanie",F,42,1969,2015,46,41-50
3087,"Lake, Mike",M,42,1969,2015,46,41-50
3088,"Ng, Mary",F,42,1969,2015,46,41-50
3089,"Paul-Hus, Pierre",M,42,1969,2015,46,41-50
3090,"Petitpas Taylor, Ginette",F,42,1969,2015,46,41-50
3091,"Sarai, Randeep",M,42,1969,2015,46,41-50
3092,"Simms, Scott",M,42,1969,2015,46,41-50
3093,"Aitchison, Scott",M,43,1973,2019,46,41-50
3094,"Boulerice, Alexandre",M,43,1973,2019,46,41-50
3095,"Housefather, Anthony",M,43,1973,2019,46,41-50
3096,"MacGregor, Alistair",M,43,1973,2019,46,41-50
3097,"Mendicino, Marco",M,43,1973,2019,46,41-50
3098,"Miller, Marc",M,43,1973,2019,46,41-50
3099,"O'Toole, Erin",M,43,1973,2019,46,41-50
3100,"Ruff, Alex",M,43,1973,2019,46,41-50
3101,"Saks, Ya'ara",F,43,1973,2019,46,41-50
3102,"Whalen, Nick",M,42,1973,2015,42,41-50
3103,"Corriveau, Léopold",M,30,1926,1974,48,41-50
3104,"Dubé, Jean-Eudes",M,30,1926,1974,48,41-50
3105,"Éthier, Denis",M,30,1926,1974,48,41-50
3106,"Godin, Roland",M,30,1926,1974,48,41-50
3107,"Lachance, Georges-C.",M,30,1926,1974,48,41-50
3108,"Langlois, Paul",M,30,1926,1974,48,41-50
3109,"Lessard, Marcel",M,30,1926,1974,48,41-50
3110,"Cossitt, Thomas Charles",M,30,1927,1974,47,41-50
3111,"Cullen, Jack Sydney George (Bud)",M,30,1927,1974,47,41-50
3112,"Hollands, Daniel Fulton",M,30,1927,1974,47,41-50
3113,"Holmes, John Robert",M,30,1927,1974,47,41-50
3114,"Horner, John (Jack) Henry",M,30,1927,1974,47,41-50
3115,"Stevens, Sinclair McKnight",M,30,1927,1974,47,41-50
3116,"Rondeau, Gilbert F.",M,30,1928,1974,46,41-50
3117,"Cafik, Norman Augustine",M,30,1928,1974,46,41-50
3118,"Coates, Robert Carman",M,30,1928,1974,46,41-50
3119,"Grafftey, William Heward",M,30,1928,1974,46,41-50
3120,"Hurlburt, Kenneth Earl",M,30,1928,1974,46,41-50
3121,"La Salle, Roch",M,30,1928,1974,46,41-50
3122,"Lajoie, Claude G.",M,30,1928,1974,46,41-50
3123,"Marceau, Gilles",M,30,1928,1974,46,41-50
3124,"McKinley, Robert Elgin",M,30,1928,1974,46,41-50
3125,"Paproski, Steve Eugene",M,30,1928,1974,46,41-50
3126,"Portelance, Arthur",M,30,1928,1974,46,41-50
3127,"Stewart, Donald Craig",M,30,1928,1974,46,41-50
3128,"Côté, Florian",M,30,1929,1974,45,41-50
3129,"Kuntz, Harry",M,30,1929,1974,45,41-50
3130,"Bawden, Peter Colwell",M,30,1929,1974,45,41-50
3131,"Beattie, Duncan M.",M,30,1929,1974,45,41-50
3132,"Buchanan, J. Judd",M,30,1929,1974,45,41-50
3133,"Carter, Walter C.",M,30,1929,1974,45,41-50
3134,"Comtois, Joseph-Roland",M,30,1929,1974,45,41-50
3135,"Ellis, John Raymond",M,30,1929,1974,45,41-50
3136,"Howie, J. Robert",M,30,1929,1974,45,41-50
3137,"Korchinski, Stanley James",M,30,1929,1974,45,41-50
3138,"Lalonde, Marc",M,30,1929,1974,45,41-50
3139,"Olaussen, Harry Magnus",M,30,1929,1974,45,41-50
3140,"Stanbury, Robert Douglas George",M,30,1929,1974,45,41-50
3141,"Stewart, Ralph Wesley",M,30,1929,1974,45,41-50
3142,"Turner, John Napier",M,30,1929,1974,45,41-50
3143,"Baker, Walter David",M,30,1930,1974,44,41-50
3144,"Blenkarn, Donald Alex",M,30,1930,1974,44,41-50
3145,"Caccia, Charles L.",M,30,1930,1974,44,41-50
3146,"Hopkins, Leonard Donald",M,30,1930,1974,44,41-50
3147,"Chénier, Jacques Raymond (Ray)",M,32,1935,1980,45,41-50
3148,"Henderson, George Roland",M,32,1935,1980,45,41-50
3149,"Mazankowski, Donald Frank",M,32,1935,1980,45,41-50
3150,"Parent, Gilbert",M,32,1935,1980,45,41-50
3151,"Schreyer, Edward Richard",M,32,1935,1980,45,41-50
3152,"Wise, John",M,32,1935,1980,45,41-50
3153,"Axworthy, Lloyd",M,33,1939,1984,45,41-50
3154,"Clark, Charles Joseph",M,33,1939,1984,45,41-50
3155,"Epp, Arthur Jacob (Jake)",M,33,1939,1984,45,41-50
3156,"Gravel, Michel",M,33,1939,1984,45,41-50
3157,"Mulroney, Martin Brian",M,33,1939,1984,45,41-50
3158,"Ouellet, André",M,33,1939,1984,45,41-50
3159,"Black, Dawn",F,34,1943,1988,45,41-50
3160,"Danis, Marcel",M,34,1943,1988,45,41-50
3161,"Della Noce, Vincent",M,34,1943,1988,45,41-50
3162,"Langan, Joy",F,34,1943,1988,45,41-50
3163,"Marleau, Diane",F,34,1943,1988,45,41-50
3164,"McCreath, Peter L.",M,34,1943,1988,45,41-50
3165,"Plamondon, Louis",M,34,1943,1988,45,41-50
3166,"Samson, Cyril (Cid)",M,34,1943,1988,45,41-50
3167,"Skelly, Robert Evans",M,34,1943,1988,45,41-50
3168,"Tremblay, Marcel R.",M,34,1943,1988,45,41-50
3169,"Vanclief, Lyle",M,34,1943,1988,45,41-50
3170,"Vankoughnet, William John",M,34,1943,1988,45,41-50
3171,"Alcock, Reginald B.",M,35,1948,1993,45,41-50
3172,"Assadourian, Sarkis",M,35,1948,1993,45,41-50
3173,"Bodnar, Morris P.",M,35,1948,1993,45,41-50
3174,"Clancy, Mary Catherine",F,35,1948,1993,45,41-50
3175,"Cohen, Elizabeth Shaughnessy",F,35,1948,1993,45,41-50
3176,"Duncan, John",M,35,1948,1993,45,41-50
3177,"Gagnon, Christiane",F,35,1948,1993,45,41-50
3178,"Gallaway, Roger John",M,35,1948,1993,45,41-50
3179,"Hayes, Sharon Ruth",F,35,1948,1993,45,41-50
3180,"Landry, Jean",M,35,1948,1993,45,41-50
3181,"Langlois, François",M,35,1948,1993,45,41-50
3182,"Lee, Derek Vincent",M,35,1948,1993,45,41-50
3183,"Leroux, Gaston",M,35,1948,1993,45,41-50
3184,"Minna, Maria",F,35,1948,1993,45,41-50
3185,"O'Brien, Pat",M,35,1948,1993,45,41-50
3186,"Szabo, Paul John Mark",M,35,1948,1993,45,41-50
3187,"Tremblay, Benoît",M,35,1948,1993,45,41-50
3188,"Barnes, Susan (Sue)",F,36,1952,1997,45,41-50
3189,"Chamberlain, Brenda",F,36,1952,1997,45,41-50
3190,"Copps, Sheila Maureen",F,36,1952,1997,45,41-50
3191,"Dhaliwal, Harbance Singh (Herb)",M,36,1952,1997,45,41-50
3192,"Grey, Deborah C.",F,36,1952,1997,45,41-50
3193,"Hill, Jay D.",M,36,1952,1997,45,41-50
3194,"Kraft Sloan, Karen",F,36,1952,1997,45,41-50
3195,"Robinson, Svend Johannes",M,36,1952,1997,45,41-50
3196,"Bélanger, Mauril",M,37,1955,2000,45,41-50
3197,"Binet, Gérard",M,37,1955,2000,45,41-50
3198,"Cuzner, Rodger",M,37,1955,2000,45,41-50
3199,"Desjarlais, Bev",F,37,1955,2000,45,41-50
3200,"Dion, Stéphane",M,37,1955,2000,45,41-50
3201,"Godin, Yvon",M,37,1955,2000,45,41-50
3202,"Karygiannis, Jim",M,37,1955,2000,45,41-50
3203,"Martin, Pat",M,37,1955,2000,45,41-50
3204,"Nault, Robert Daniel",M,37,1955,2000,45,41-50
3205,"Paquette, Pierre A.",M,37,1955,2000,45,41-50
3206,"Pratt, David",M,37,1955,2000,45,41-50
3207,"Scott, Andy",M,37,1955,2000,45,41-50
3208,"Stewart, Jane",F,37,1955,2000,45,41-50
3209,"Vellacott, Maurice",M,37,1955,2000,45,41-50
3210,"André, Guy",M,38,1959,2004,45,41-50
3211,"Deschamps, Johanne",F,38,1959,2004,45,41-50
3212,"Guay, Monique",F,38,1959,2004,45,41-50
3213,"Harper, Stephen",M,38,1959,2004,45,41-50
3214,"Loubier, Yvan",M,38,1959,2004,45,41-50
3215,"Regan, Geoff",M,38,1959,2004,45,41-50
3216,"Thibault, Robert",M,38,1959,2004,45,41-50
3217,"Cannan, Ronald",M,39,1961,2006,45,41-50
3218,"Clement, Tony",M,39,1961,2006,45,41-50
3219,"Kotto, Maka",M,39,1961,2006,45,41-50
3220,"Murphy, Brian",M,39,1961,2006,45,41-50
3221,"Rota, Anthony",M,39,1961,2006,45,41-50
3222,"Bernier, Maxime",M,40,1963,2008,45,41-50
3223,"Charlton, Chris",F,40,1963,2008,45,41-50
3224,"Coderre, Denis",M,40,1963,2008,45,41-50
3225,"Davies, Don",M,40,1963,2008,45,41-50
3226,"DeBellefeuille, Claude",F,40,1963,2008,45,41-50
3227,"Devolin, Barry",M,40,1963,2008,45,41-50
3228,"Dewar, Paul",M,40,1963,2008,45,41-50
3229,"Guimond, Claude",M,40,1963,2008,45,41-50
3230,"Jean, Brian",M,40,1963,2008,45,41-50
3231,"Lemieux, Pierre",M,40,1963,2008,45,41-50
3232,"Mendès, Alexandra",F,40,1963,2008,45,41-50
3233,"Van Loan, Peter",M,40,1963,2008,45,41-50
3234,"Wallace, Mike",M,39,1963,2006,43,41-50
3235,"Wilson, Blair",M,39,1963,2006,43,41-50
3236,"Ambler, Stella",F,41,1966,2011,45,41-50
3237,"Armstrong, Scott",M,41,1966,2011,45,41-50
3238,"Byrne, Gerry",M,41,1966,2011,45,41-50
3239,"Cleary, Ryan",M,41,1966,2011,45,41-50
3240,"Donnelly, Fin",M,41,1966,2011,45,41-50
3241,"Duncan, Kirsty",F,41,1966,2011,45,41-50
3242,"Dykstra, Richard",M,41,1966,2011,45,41-50
3243,"Sandhu, Jasbir",M,41,1966,2011,45,41-50
3244,"Stewart, Kennedy",M,41,1966,2011,45,41-50
3245,"Bibeau, Marie-Claude",F,42,1970,2015,45,41-50
3246,"Boissonnault, Randy",M,42,1970,2015,45,41-50
3247,"Champagne, François-Philippe",M,42,1970,2015,45,41-50
3248,"Ehsassi, Ali",M,42,1970,2015,45,41-50
3249,"Hussen, Ahmed",M,42,1970,2015,45,41-50
